,year,student_id,absence_rate,total
13010,2014,11606,0.00574712643678,174
13011,2012,7055,0.366666666667,30
13012,2016,13865,0.0,29
13013,2014,10985,0.0,175
13014,2016,16589,0.0,29
13015,2014,11847,0.0224719101124,178
13016,2016,6642,0.0,29
13017,2014,6902,0.0115606936416,173
13018,2015,7047,0.0,173
13019,2014,13088,0.0380434782609,184
13020,2014,6438,0.0220994475138,181
13021,2015,14944,0.155172413793,174
13022,2015,12953,0.0128205128205,156
13023,2015,11716,0.0168539325843,178
13024,2016,16004,0.0,28
13025,2014,12705,0.0446927374302,179
13026,2015,10665,0.0177514792899,169
13027,2016,6739,0.0,29
13028,2016,13445,0.142857142857,28
13029,2016,14754,0.0,28
13030,2012,2577,0.0,1
13031,2013,7101,0.0,182
13032,2014,12381,0.0751445086705,173
13033,2014,10523,0.0,182
13034,2015,13578,0.00578034682081,173
13035,2012,7023,0.75,4
13036,2016,11276,0.0,26
13037,2014,11848,0.00561797752809,178
13038,2012,2774,0.125,8
13039,2014,12549,0.0391061452514,179
13040,2014,3070,0.0,172
13041,2015,6858,0.0175438596491,171
13042,2016,15312,0.0,29
13043,2014,11990,0.123711340206,97
13044,2013,6910,0.0,172
13045,2016,14789,0.0,26
13046,2016,16422,0.0,29
13047,2016,12956,0.0,28
13048,2016,7150,0.0,29
13049,2016,6530,0.0333333333333,30
13050,2012,6994,0.46875,32
13051,2014,10930,0.0977011494253,174
13052,2013,7102,0.0111111111111,180
13053,2016,6352,0.0357142857143,28
13054,2016,13268,0.0,29
13055,2016,16502,0.0,21
13056,2012,3223,0.0,12
13057,2015,14124,0.0471698113208,106
13058,2015,6709,0.0121212121212,165
13059,2016,15272,0.0,30
13060,2016,14229,0.0,29
13061,2014,3048,0.0,174
13062,2014,10612,0.0163043478261,184
13063,2012,3386,0.5,10
13064,2012,3375,0.333333333333,9
13065,2014,12964,0.114942528736,174
13066,2013,11659,0.0,179
13067,2016,13433,0.0,29
13068,2015,3407,0.0178571428571,168
13069,2015,13159,0.0171428571429,175
13070,2015,12415,0.0294117647059,170
13071,2014,3971,0.0681818181818,176
13072,2016,16149,0.0,27
13073,2013,6619,0.0273224043716,183
13074,2016,11300,0.0,29
13075,2013,7049,0.0109289617486,183
13076,2015,14104,0.0,168
13077,2016,6960,0.0,29
13078,2013,3375,0.0168539325843,178
13079,2012,2911,0.4,25
13080,2012,6903,0.538461538462,13
13081,2016,14794,0.0,28
13082,2016,16902,0.0,24
13083,2015,6606,0.0,171
13084,2016,16695,0.0,29
13085,2013,6428,0.0054347826087,184
13086,2014,10456,0.0,181
13087,2015,13500,0.0116279069767,172
13088,2012,6806,0.5,8
13089,2015,11740,0.0969696969697,165
13090,2013,3425,0.0949720670391,179
13091,2014,12314,0.0,175
13092,2016,6455,0.0,29
13093,2013,10333,0.0,175
13094,2015,13900,0.156626506024,166
13095,2015,12433,0.0308641975309,162
13096,2015,6905,0.0251572327044,159
13097,2014,12475,0.0,2
13098,2016,16447,0.0,29
13099,2015,6651,0.0,173
13100,2015,15088,0.0,1
13101,2016,14510,0.0,29
13102,2014,3390,0.0,28
13103,2016,14113,0.0,29
13104,2014,13137,0.0167597765363,179
13105,2013,6721,0.00558659217877,179
13106,2015,11028,0.0,173
13107,2013,12037,0.0169491525424,118
13108,2012,2517,0.111111111111,18
13109,2013,10260,0.0111111111111,180
13110,2013,10871,0.0218579234973,183
13111,2014,12837,0.0165745856354,181
13112,2014,12720,0.0111111111111,180
13113,2014,12811,0.0893854748603,179
13114,2014,11855,0.0172413793103,174
13115,2016,6914,0.0,27
13116,2016,6528,0.0,29
13117,2013,10217,0.0,182
13118,2014,11441,0.05,180
13119,2013,10960,0.00552486187845,181
13120,2012,2761,0.333333333333,3
13121,2014,10385,0.0494505494505,182
13122,2015,12497,0.0174418604651,172
13123,2016,14831,0.0,29
13124,2016,16564,0.0,29
13125,2013,3931,0.0333333333333,180
13126,2015,10751,0.0,170
13127,2015,14379,0.0,8
13128,2016,12864,0.0344827586207,29
13129,2015,13302,0.00571428571429,175
13130,2015,13462,0.0177514792899,169
13131,2016,13819,0.0,29
13132,2015,10570,0.00571428571429,175
13133,2016,10208,0.0,29
13134,2016,7139,0.0,29
13135,2014,12742,0.0115606936416,173
13136,2015,15107,0.0,164
13137,2016,15687,0.0,28
13138,2013,7076,0.00546448087432,183
13139,2013,6847,0.0,183
13140,2012,3133,0.277777777778,18
13141,2015,12904,0.00675675675676,148
13142,2012,6402,0.75,4
13143,2014,7089,0.010989010989,182
13144,2013,11528,0.031007751938,129
13145,2016,6679,0.0,29
13146,2016,12892,0.0344827586207,29
13147,2013,11975,0.030487804878,164
13148,2015,13768,0.25,152
13149,2012,2638,0.0,1
13150,2014,13095,0.0380434782609,184
13151,2014,12763,0.0,175
13152,2015,13300,0.0115606936416,173
13153,2016,6570,0.0,30
13154,2016,12975,0.0,27
13155,2012,6656,0.285714285714,7
13156,2014,11881,0.0425531914894,47
13157,2015,13574,0.0,86
13158,2016,12438,0.0,28
13159,2014,12658,0.0271739130435,184
13160,2015,12644,0.0059880239521,167
13161,2012,6346,0.0,2
13162,2012,2461,0.241379310345,29
13163,2013,6528,0.00581395348837,172
13164,2016,16087,0.0,28
13165,2013,3528,0.0166666666667,180
13166,2016,6385,0.0,29
13167,2014,10178,0.0114942528736,174
13168,2015,14003,0.0202702702703,148
13169,2014,13200,0.0,184
13170,2015,6494,0.0,169
13171,2014,6617,0.0109289617486,183
13172,2013,2510,0.0,175
13173,2013,11215,0.0114942528736,174
13174,2013,11550,0.0167597765363,179
13175,2013,7121,0.010989010989,182
13176,2015,11022,0.0670731707317,164
13177,2016,12592,0.0,28
13178,2016,13367,0.0,29
13179,2016,16159,0.0,29
13180,2016,12449,0.0,29
13181,2016,12681,0.0,29
13182,2012,6463,0.0,14
13183,2016,15876,0.0,29
13184,2016,15655,0.0,29
13185,2014,3032,0.0171428571429,175
13186,2015,6527,0.0,174
13187,2016,13517,0.0,28
13188,2015,14657,0.0459770114943,174
13189,2014,7037,0.0655737704918,183
13190,2015,12925,0.0,176
13191,2015,10610,0.0,171
13192,2015,10544,0.0,174
13193,2016,14415,0.0,29
13194,2016,15212,0.0333333333333,30
13195,2016,16542,0.0,28
13196,2016,10563,0.0,28
13197,2013,3966,0.0862068965517,174
13198,2016,13666,0.0714285714286,28
13199,2016,13709,0.0344827586207,29
13200,2016,13868,0.037037037037,27
13201,2015,14288,0.0,168
13202,2016,6721,0.0,29
13203,2015,12498,0.0,171
13204,2013,6503,0.0,182
13205,2015,14498,0.0340909090909,176
13206,2014,12340,0.0,179
13207,2013,11728,0.0054347826087,184
13208,2012,6584,1.0,13
13209,2015,14313,0.0,175
13210,2015,6867,0.0578034682081,173
13211,2015,15072,0.0,176
13212,2014,12363,0.0169491525424,177
13213,2015,6906,0.0,175
13214,2015,6868,0.0350877192982,171
13215,2012,6755,0.75,8
13216,2014,13512,0.0320512820513,156
13217,2013,10801,0.0222222222222,180
13218,2014,7030,0.0109289617486,183
13219,2015,11530,0.0,174
13220,2012,2706,0.0416666666667,48
13221,2014,6381,0.0514285714286,175
13222,2016,14220,0.0,28
13223,2015,10801,0.0242424242424,165
13224,2016,11874,0.0,29
13225,2015,6387,0.00574712643678,174
13226,2015,12797,0.107784431138,167
13227,2016,6450,0.0,27
13228,2012,6469,1.0,1
13229,2015,14939,0.152542372881,59
13230,2014,11506,0.04,175
13231,2015,13821,0.0,173
13232,2014,12996,0.0164835164835,182
13233,2015,13155,0.0236686390533,169
13234,2016,10529,0.0,29
13235,2014,13450,0.146198830409,171
13236,2015,14978,0.00613496932515,163
13237,2014,6529,0.0301204819277,166
13238,2016,16572,0.0,28
13239,2016,11671,0.0,29
13240,2016,6359,0.0,27
13241,2016,3505,0.0357142857143,28
13242,2016,15046,0.0,28
13243,2014,12859,0.0163043478261,184
13244,2016,16888,0.0,22
13245,2015,14602,0.0,174
13246,2012,6542,1.0,2
13247,2013,3084,0.0,175
13248,2014,11721,0.108571428571,175
13249,2015,13643,0.0,164
13250,2016,11254,0.0,29
13251,2014,7093,0.00558659217877,179
13252,2014,6444,0.0111731843575,179
13253,2013,11917,0.145833333333,48
13254,2016,15861,0.0,29
13255,2016,12443,0.0,28
13256,2014,6651,0.00574712643678,174
13257,2015,14017,0.058064516129,155
13258,2015,13995,0.0411764705882,170
13259,2015,14769,0.0982658959538,173
13260,2015,14121,0.00578034682081,173
13261,2013,6450,0.0437158469945,183
13262,2014,13460,0.461538461538,26
13263,2016,16432,0.0,29
13264,2012,3168,0.5,2
13265,2013,11819,0.0,15
13266,2014,10864,0.0,181
13267,2014,12463,0.0462427745665,173
13268,2016,13032,0.0,29
13269,2015,14086,0.10303030303,165
13270,2015,11017,0.00581395348837,172
13271,2016,6652,0.0740740740741,27
13272,2016,15866,0.0,28
13273,2015,13722,0.0350877192982,171
13274,2016,13296,0.0,29
13275,2015,15160,0.0473372781065,169
13276,2015,13114,0.0,170
13277,2012,2903,1.0,2
13278,2015,15252,0.0833333333333,84
13279,2016,14280,0.037037037037,27
13280,2016,13886,0.0357142857143,28
13281,2016,12883,0.0333333333333,30
13282,2015,10695,0.0297619047619,168
13283,2012,3341,1.0,1
13284,2013,3395,0.0833333333333,180
13285,2016,16740,0.125,24
13286,2016,11740,0.0,29
13287,2016,14784,0.0,25
13288,2014,11469,0.0235294117647,170
13289,2016,16065,0.0,29
13290,2014,3100,0.0457142857143,175
13291,2015,10321,0.0115606936416,173
13292,2012,6364,0.833333333333,6
13293,2015,12022,0.0,157
13294,2014,6507,0.0054347826087,184
13295,2015,7136,0.0117647058824,170
13296,2014,11968,0.00564971751412,177
13297,2013,11127,0.0,183
13298,2015,15177,0.0121212121212,165
13299,2012,6717,0.0,14
13300,2013,10625,0.0,175
13301,2013,11878,0.0581395348837,172
13302,2016,14488,0.206896551724,29
13303,2012,3131,0.0833333333333,72
13304,2014,12883,0.112359550562,178
13305,2016,10561,0.103448275862,29
13306,2016,13289,0.0,30
13307,2016,16288,0.0,29
13308,2016,10649,0.0,29
13309,2015,13391,0.0236686390533,169
13310,2015,10560,0.00581395348837,172
13311,2016,16471,0.0714285714286,28
13312,2014,10720,0.04,175
13313,2014,13516,0.0186335403727,161
13314,2015,12504,0.00574712643678,174
13315,2016,7151,0.0,29
13316,2016,15644,0.0357142857143,28
13317,2014,11671,0.0857142857143,175
13318,2015,12355,0.0,170
13319,2016,15795,0.0,7
13320,2015,13448,0.0177514792899,169
13321,2015,12705,0.0297619047619,168
13322,2016,6662,0.0,29
13323,2013,6697,0.0,164
13324,2014,7045,0.0,182
13325,2015,7050,0.0116279069767,172
13326,2013,6707,0.0117647058824,170
13327,2013,6891,0.0175438596491,171
13328,2016,14676,0.0,28
13329,2014,12416,0.0,175
13330,2015,10894,0.00571428571429,175
13331,2014,10855,0.00571428571429,175
13332,2016,16751,0.0689655172414,29
13333,2013,6774,0.0391061452514,179
13334,2016,15410,0.0,27
13335,2016,16115,0.0689655172414,29
13336,2015,3443,0.0887573964497,169
13337,2013,3526,0.0409356725146,171
13338,2015,11920,0.00588235294118,170
13339,2016,15481,0.0,29
13340,2012,7063,0.0,13
13341,2016,16345,0.0,30
13342,2013,3184,0.0,175
13343,2016,14762,0.0,28
13344,2016,13010,0.0,26
13345,2014,6428,0.0162162162162,185
13346,2016,13646,0.0,28
13347,2016,13683,0.0,29
13348,2013,2760,0.0285714285714,175
13349,2012,7198,1.0,8
13350,2013,11347,0.0,175
13351,2014,12909,0.0685714285714,175
13352,2015,12662,0.0174418604651,172
13353,2016,12759,0.0,30
13354,2016,15352,0.0,29
13355,2012,6819,0.6,5
13356,2016,16480,0.0344827586207,29
13357,2016,6870,0.04,25
13358,2014,11589,0.00552486187845,181
13359,2016,14935,0.0833333333333,24
13360,2012,3224,0.0,1
13361,2013,11350,0.0,2
13362,2015,15061,0.0,171
13363,2015,15060,0.0115606936416,173
13364,2014,6945,0.0819672131148,183
13365,2013,10843,0.0217391304348,184
13366,2016,13751,0.0,29
13367,2016,14022,0.0,25
13368,2015,6378,0.0,175
13369,2015,13939,0.0,175
13370,2016,6575,0.0,29
13371,2014,10948,0.0838323353293,167
13372,2015,6959,0.0,175
13373,2015,13136,0.0344827586207,174
13374,2016,13599,0.0,28
13375,2015,14664,0.0462427745665,173
13376,2015,14009,0.0909090909091,165
13377,2014,6411,0.0228571428571,175
13378,2014,10757,0.0,180
13379,2014,11893,0.0,180
13380,2015,12361,0.0914285714286,175
13381,2016,14219,0.0,30
13382,2016,16490,0.0357142857143,28
13383,2012,6766,0.6,5
13384,2012,6697,1.0,1
13385,2012,3487,0.0,3
13386,2013,6894,0.0116279069767,172
13387,2013,10933,0.115384615385,182
13388,2014,12048,0.00571428571429,175
13389,2012,3500,0.1,10
13390,2014,13345,0.0331491712707,181
13391,2014,13431,0.046511627907,172
13392,2015,11927,0.0114942528736,174
13393,2015,12451,0.0,160
13394,2012,7142,1.0,1
13395,2015,13915,0.0,175
13396,2014,2835,0.0175438596491,171
13397,2016,12943,0.0,29
13398,2016,10344,0.115384615385,26
13399,2013,3363,0.0173410404624,173
13400,2015,12425,0.00578034682081,173
13401,2012,6395,1.0,1
13402,2014,12569,0.0,183
13403,2015,7173,0.0238095238095,168
13404,2016,12320,0.0,29
13405,2013,3446,0.00571428571429,175
13406,2014,11299,0.0,183
13407,2016,13688,0.0357142857143,28
13408,2016,10187,0.0,27
13409,2014,11698,0.0,178
13410,2016,13131,0.0,29
13411,2014,12584,0.0,183
13412,2015,13781,0.0233918128655,171
13413,2012,7032,0.888888888889,9
13414,2014,3335,0.0,175
13415,2014,10567,0.0919540229885,174
13416,2015,11045,0.0,172
13417,2016,14985,0.0384615384615,26
13418,2014,3297,0.0414201183432,169
13419,2012,3549,0.1,10
13420,2015,14620,0.0685714285714,175
13421,2016,15392,0.037037037037,27
13422,2014,6583,0.00549450549451,182
13423,2013,3429,0.0171428571429,175
13424,2015,15044,0.0457142857143,175
13425,2015,14951,0.0847457627119,177
13426,2016,15473,0.103448275862,29
13427,2016,16597,0.0666666666667,30
13428,2012,6709,0.214285714286,28
13429,2014,6778,0.0331491712707,181
13430,2016,16113,0.0869565217391,23
13431,2014,3389,0.0,174
13432,2014,11568,0.032967032967,182
13433,2016,13061,0.0344827586207,29
13434,2014,6872,0.00571428571429,175
13435,2015,10835,0.0290697674419,172
13436,2015,12762,0.0171428571429,175
13437,2013,3240,0.0571428571429,175
13438,2016,16485,0.0,29
13439,2015,11664,0.00574712643678,174
13440,2015,13433,0.00558659217877,179
13441,2016,12530,0.0714285714286,28
13442,2015,10304,0.0295857988166,169
13443,2015,7086,0.0,175
13444,2015,12544,0.00578034682081,173
13445,2015,6485,0.0,175
13446,2014,3258,0.0532544378698,169
13447,2016,14307,0.0,28
13448,2013,10686,0.0,168
13449,2015,7131,0.0,169
13450,2012,6514,0.5,4
13451,2015,14245,0.0795454545455,176
13452,2013,6617,0.00546448087432,183
13453,2014,11627,0.0218579234973,183
13454,2016,15638,0.0740740740741,27
13455,2016,16250,0.0,29
13456,2013,6801,0.0,172
13457,2016,16558,0.0689655172414,29
13458,2014,3208,0.0982658959538,173
13459,2016,11377,0.0,23
13460,2015,13158,0.0,176
13461,2013,12044,0.0204081632653,98
13462,2016,16153,0.0,26
13463,2014,10996,0.0114942528736,174
13464,2015,14381,0.025,160
13465,2016,10473,0.0,27
13466,2015,7085,0.0,172
13467,2013,11138,0.0,182
13468,2013,10855,0.0,175
13469,2016,15932,0.0,27
13470,2016,15270,0.0,28
13471,2012,3455,0.0,2
13472,2014,6740,0.0232558139535,172
13473,2015,6431,0.0,166
13474,2016,14492,0.0,30
13475,2015,14321,0.0742857142857,175
13476,2012,6763,0.857142857143,7
13477,2013,11882,0.0,179
13478,2016,14128,0.0344827586207,29
13479,2016,11181,0.0,29
13480,2014,7069,0.0335195530726,179
13481,2016,6509,0.0,29
13482,2013,6382,0.0,182
13483,2015,14621,0.0,173
13484,2016,14823,0.0,28
13485,2013,10956,0.00549450549451,182
13486,2013,10560,0.0,181
13487,2015,11441,0.0352941176471,170
13488,2016,11398,0.0,29
13489,2012,6689,0.181818181818,33
13490,2014,3157,0.00571428571429,175
13491,2015,14171,0.0242424242424,165
13492,2012,2371,0.3,10
13493,2014,12983,0.0,185
13494,2016,16969,0.0,10
13495,2012,2470,1.0,1
13496,2012,3129,0.666666666667,6
13497,2013,12010,0.114864864865,148
13498,2013,11501,0.0327868852459,183
13499,2014,13003,0.0457142857143,175
13500,2015,13949,0.0755813953488,172
13501,2015,10625,0.0,175
13502,2013,6933,0.0,8
13503,2015,7083,0.0171428571429,175
13504,2013,3932,0.0222222222222,180
13505,2016,12355,0.0,29
13506,2014,3468,0.0,175
13507,2014,11278,0.0632183908046,174
13508,2013,2797,0.0839160839161,143
13509,2013,10884,0.0228571428571,175
13510,2016,15752,0.0344827586207,29
13511,2016,12379,0.0344827586207,29
13512,2014,13030,0.0,184
13513,2013,7140,0.0338983050847,177
13514,2016,15344,0.0,30
13515,2016,10872,0.0,29
13516,2014,12686,0.0,175
13517,2015,13728,0.0,173
13518,2015,6580,0.00595238095238,168
13519,2014,12744,0.0689655172414,174
13520,2015,6386,0.0,171
13521,2016,6822,0.0,27
13522,2014,10472,0.0335195530726,179
13523,2014,10463,0.05,180
13524,2015,6553,0.00574712643678,174
13525,2016,16898,0.0,23
13526,2016,13577,0.0333333333333,30
13527,2015,14918,0.0,175
13528,2014,12680,0.0,175
13529,2012,6407,0.333333333333,18
13530,2016,15544,0.0,29
13531,2012,6930,0.142857142857,14
13532,2016,16915,0.0,19
13533,2016,12684,0.0,28
13534,2013,3340,0.0571428571429,175
13535,2014,13040,0.0508474576271,177
13536,2015,15110,0.185185185185,108
13537,2013,11927,0.0,175
13538,2015,13683,0.0,170
13539,2012,3543,0.25,16
13540,2016,14455,0.0,30
13541,2016,10925,0.0,27
13542,2016,15916,0.0,29
13543,2014,13028,0.051724137931,174
13544,2015,3184,0.0,175
13545,2012,2368,1.0,3
13546,2014,7171,0.0110497237569,181
13547,2016,10482,0.0,29
13548,2013,2736,0.00555555555556,180
13549,2015,13471,0.0297619047619,168
13550,2016,14249,0.0,29
13551,2016,14978,0.344827586207,29
13552,2015,14490,0.0118343195266,169
13553,2012,6707,0.421052631579,19
13554,2016,14620,0.0,28
13555,2014,12311,0.00578034682081,173
13556,2016,13382,0.0,29
13557,2013,11653,0.0782122905028,179
13558,2016,15371,0.0,27
13559,2013,3506,0.00571428571429,175
13560,2016,14218,0.0,29
13561,2016,16699,0.0344827586207,29
13562,2014,12886,0.0,74
13563,2016,6741,0.037037037037,27
13564,2012,3075,0.333333333333,6
13565,2013,6929,0.0,173
13566,2015,6486,0.0,174
13567,2015,14455,0.0,176
13568,2014,12757,0.0685714285714,175
13569,2014,7135,0.0054347826087,184
13570,2016,12677,0.0357142857143,28
13571,2013,12052,0.0,80
13572,2016,13809,0.0,29
13573,2016,14119,0.0,30
13574,2014,13293,0.0280898876404,178
13575,2015,11057,0.0,174
13576,2016,11017,0.0,29
13577,2013,6458,0.0604395604396,182
13578,2016,15794,0.0,28
13579,2015,14584,0.0,167
13580,2012,6511,0.0,1
13581,2015,13411,0.0,154
13582,2014,12458,0.0,184
13583,2015,13776,0.0,76
13584,2014,2802,0.0342857142857,175
13585,2015,11867,0.04,175
13586,2013,12005,0.02,150
13587,2014,11949,0.0,180
13588,2015,11295,0.0236686390533,169
13589,2013,6832,0.00561797752809,178
13590,2015,6528,0.00588235294118,170
13591,2016,6551,0.0,25
13592,2013,2484,0.0114285714286,175
13593,2013,10805,0.0718562874251,167
13594,2014,12472,0.00558659217877,179
13595,2015,14558,0.00571428571429,175
13596,2015,12832,0.0853658536585,164
13597,2015,10567,0.0666666666667,165
13598,2013,10349,0.030487804878,164
13599,2015,14954,0.0,169
13600,2015,12330,0.0125,160
13601,2012,2363,0.4,5
13602,2014,3375,0.00571428571429,175
13603,2015,6518,0.0175438596491,171
13604,2014,12749,0.0125786163522,159
13605,2014,10863,0.0,172
13606,2014,10460,0.0114942528736,174
13607,2013,12017,0.0307692307692,130
13608,2014,10408,0.0647058823529,170
13609,2014,4581,0.0227272727273,176
13610,2014,12509,0.0114285714286,175
13611,2014,6861,0.0,183
13612,2016,16347,0.0,28
13613,2015,11630,0.0117647058824,170
13614,2013,3402,0.0514285714286,175
13615,2015,12032,0.00574712643678,174
13616,2014,12310,0.0171428571429,175
13617,2015,13242,0.0,172
13618,2016,13813,0.0,29
13619,2016,16344,0.0,29
13620,2013,10496,0.0397727272727,176
13621,2016,16772,0.0357142857143,28
13622,2016,15287,0.0,29
13623,2016,14329,0.0,29
13624,2016,14760,0.0,29
13625,2014,6747,0.0220994475138,181
13626,2014,13540,0.0445859872611,157
13627,2016,16800,0.037037037037,27
13628,2016,15405,0.0,29
13629,2015,14912,0.0,172
13630,2015,13827,0.00574712643678,174
13631,2013,7029,0.0655737704918,183
13632,2016,16289,0.0,30
13633,2016,15448,0.0,27
13634,2016,16252,0.0,29
13635,2016,10868,0.0,29
13636,2013,6396,0.0,182
13637,2016,16171,0.2,5
13638,2015,6872,0.0,174
13639,2016,13088,0.0,28
13640,2016,14929,0.0,28
13641,2015,3540,0.0171428571429,175
13642,2015,12597,0.0233918128655,171
13643,2016,14268,0.0,29
13644,2013,6885,0.0,172
13645,2015,13622,0.0,164
13646,2014,12330,0.0670731707317,164
13647,2016,15288,0.0,29
13648,2014,3289,0.0971428571429,175
13649,2014,11110,0.0,174
13650,2014,11502,0.0109289617486,183
13651,2012,6948,0.2,5
13652,2012,6924,0.181818181818,11
13653,2012,2670,0.125,8
13654,2014,12663,0.0722222222222,180
13655,2014,13327,0.0,175
13656,2016,16700,0.0,29
13657,2014,3404,0.0233918128655,171
13658,2015,11247,0.0287356321839,174
13659,2016,6425,0.0,29
13660,2015,11278,0.0701754385965,171
13661,2012,6702,0.133333333333,45
13662,2013,6995,0.0621468926554,177
13663,2014,11549,0.0110497237569,181
13664,2014,3303,0.028901734104,173
13665,2014,6421,0.0,184
13666,2014,3313,0.0229885057471,174
13667,2016,15286,0.0,29
13668,2016,16483,0.0714285714286,28
13669,2013,11991,0.0124223602484,161
13670,2015,14884,0.0115606936416,173
13671,2015,14515,0.0116279069767,172
13672,2016,16386,0.0,28
13673,2013,3139,0.0,120
13674,2016,16378,0.0,29
13675,2016,16228,0.0344827586207,29
13676,2013,6434,0.0110497237569,181
13677,2015,7123,0.00584795321637,171
13678,2014,13501,0.0124223602484,161
13679,2016,12927,0.0344827586207,29
13680,2016,6340,0.0,28
13681,2015,13784,0.0551181102362,127
13682,2016,12620,0.0689655172414,29
13683,2015,6880,0.0,168
13684,2015,13235,0.0,169
13685,2012,3551,1.0,2
13686,2014,11975,0.833333333333,6
13687,2013,10991,0.00558659217877,179
13688,2016,14345,0.0,29
13689,2016,13945,0.0,29
13690,2015,13079,0.0754716981132,159
13691,2016,14949,0.0,30
13692,2012,2972,0.0,19
13693,2014,13383,0.00578034682081,173
13694,2016,13668,0.037037037037,27
13695,2016,14067,0.107142857143,28
13696,2015,14665,0.0,171
13697,2016,15624,0.0,29
13698,2015,7183,0.0175438596491,171
13699,2016,15800,0.0,29
13700,2014,3935,0.0470588235294,170
13701,2014,11036,0.0,175
13702,2012,3366,0.1875,16
13703,2016,15038,0.0434782608696,23
13704,2012,6677,0.4,25
13705,2015,7150,0.0,170
13706,2016,15452,0.0,29
13707,2015,6384,0.0,176
13708,2016,15865,0.0,29
13709,2014,11263,0.0511363636364,176
13710,2014,6646,0.00552486187845,181
13711,2015,15189,0.0134228187919,149
13712,2015,14296,0.0290697674419,172
13713,2016,16388,0.0689655172414,29
13714,2015,6724,0.0,174
13715,2016,13447,0.0,29
13716,2014,7075,0.0769230769231,182
13717,2016,12447,0.0,28
13718,2013,6339,0.010989010989,182
13719,2015,12525,0.0402298850575,174
13720,2015,10244,0.0,173
13721,2015,13064,0.156976744186,172
13722,2015,14299,0.0,168
13723,2012,6559,0.0,11
13724,2016,14692,0.0,29
13725,2016,13448,0.0714285714286,28
13726,2013,3061,0.00574712643678,174
13727,2015,6424,0.0232558139535,172
13728,2016,16305,0.0,30
13729,2016,16193,0.0,28
13730,2016,14417,0.0,28
13731,2015,13839,0.133333333333,135
13732,2014,10215,0.0837988826816,179
13733,2013,7092,0.0220994475138,181
13734,2015,3430,0.0,175
13735,2016,13956,0.0344827586207,29
13736,2016,6868,0.0,30
13737,2012,6679,0.0,4
13738,2012,3098,0.2,5
13739,2016,12805,0.0689655172414,29
13740,2015,10333,0.0,175
13741,2015,6427,0.0925925925926,162
13742,2014,6926,0.0402298850575,174
13743,2012,6687,0.210526315789,57
13744,2014,12862,0.0172413793103,174
13745,2016,11944,0.0,29
13746,2016,15775,0.0,29
13747,2015,6770,0.0059880239521,167
13748,2012,6897,1.0,4
13749,2014,7183,0.0326086956522,184
13750,2015,11332,0.0,171
13751,2016,16038,0.0,28
13752,2013,11870,0.0271739130435,184
13753,2013,10835,0.0,186
13754,2015,6530,0.0,174
13755,2015,14131,0.00571428571429,175
13756,2016,13803,0.607142857143,28
13757,2013,11866,0.0292397660819,171
13758,2013,7205,0.0111111111111,180
13759,2015,12834,0.0,175
13760,2015,6702,0.0248447204969,161
13761,2015,14184,0.0404624277457,173
13762,2013,6597,0.0,179
13763,2013,6757,0.0,178
13764,2014,7121,0.0,173
13765,2014,11177,0.0595238095238,168
13766,2012,6595,0.8,5
13767,2015,6476,0.0,160
13768,2016,11576,0.0,29
13769,2013,3243,0.0115606936416,173
13770,2014,13553,0.0779220779221,154
13771,2016,12810,0.0,28
13772,2016,14572,0.0,29
13773,2012,2552,0.0,1
13774,2013,2482,0.04,175
13775,2016,14547,0.0344827586207,29
13776,2016,6560,0.0,29
13777,2015,6611,0.0588235294118,170
13778,2015,14831,0.0,170
13779,2016,15162,0.266666666667,30
13780,2015,6803,0.0324675324675,154
13781,2014,11622,0.0171428571429,175
13782,2014,13091,0.0,41
13783,2016,6532,0.0,30
13784,2015,6670,0.0,167
13785,2015,12409,0.028901734104,173
13786,2016,16780,0.0689655172414,29
13787,2013,3424,0.0677966101695,177
13788,2015,6746,0.0487804878049,164
13789,2014,6455,0.0,182
13790,2015,12672,0.0,175
13791,2013,6394,0.0473372781065,169
13792,2014,12361,0.0432432432432,185
13793,2016,15491,0.0,29
13794,2013,12030,0.037037037037,135
13795,2014,11829,0.0395480225989,177
13796,2015,10474,0.0,167
13797,2015,6502,0.0,176
13798,2016,6860,0.0,29
13799,2012,6476,0.4,15
13800,2015,14125,0.0,176
13801,2014,6685,0.0287356321839,174
13802,2015,13546,0.00581395348837,172
13803,2016,16982,0.0,7
13804,2013,11067,0.0164835164835,182
13805,2014,10967,0.0169491525424,177
13806,2014,11538,0.0,175
13807,2014,6590,0.0659340659341,182
13808,2014,7127,0.0,81
13809,2016,14360,0.0344827586207,29
13810,2013,7136,0.0113636363636,176
13811,2013,6921,0.0,171
13812,2015,13082,0.0409356725146,171
13813,2015,14791,0.0114285714286,175
13814,2014,13194,0.00546448087432,183
13815,2016,7185,0.0357142857143,28
13816,2016,14595,0.0,26
13817,2016,16244,0.0,29
13818,2015,10822,0.0,166
13819,2013,3088,0.0172413793103,174
13820,2015,6477,0.0887573964497,169
13821,2012,6821,0.4,15
13822,2015,3364,0.00561797752809,178
13823,2014,10252,0.0397727272727,176
13824,2015,14501,0.0,175
13825,2016,13241,0.0,28
13826,2016,15747,0.0,29
13827,2012,3096,0.0,3
13828,2012,3209,0.428571428571,7
13829,2014,3460,0.0115606936416,173
13830,2015,14855,0.00568181818182,176
13831,2015,6664,0.0,166
13832,2015,6568,0.0124223602484,161
13833,2013,11799,0.0591715976331,169
13834,2015,11054,0.18023255814,172
